"name","number","start_year","end_year","supplier","latitude","longitude","elevation"
"OAKINGTON","41464","1977","","Bureau of Meteorology","-28.1538","152.3311","602.0"
"CHERRABAH","41465","1977","1996","Bureau of Meteorology","-28.4283","152.09","670.0"
"CLYDESDALE","41466","1956","","Bureau of Meteorology","-27.195","151.485","371.0"
"TOOWOOMBA CITY COUNCIL","41467","1901","2000","Bureau of Meteorology","-27.5667","151.885","675.0"
"TUNGAMAH","41468","1980","1988","Bureau of Meteorology","-27.6567","150.5492","280.0"
"MACALISTER","41469","1972","","Bureau of Meteorology","-27.0289","151.0947","337.0"
"GRASS TREE CREEK","41470","1945","1982","Bureau of Meteorology","-27.8333","151.35","378.0"
"MOFFATT","41471","1981","2009","Bureau of Meteorology","-27.0969","151.3978","372.0"
"CENTENARY BRIDGE","41472","1982","","Bureau of Meteorology","-27.8097","151.3619","371.0"
"PRATTEN CONDAMINE RIVER","41473","1923","","Bureau of Meteorology","-28.1022","151.8119","417.0"
"GLENGARRY","41474","1982","1984","Bureau of Meteorology","-26.8667","150.75","309.0"
"MARAPANA DOWNS","41475","1982","1995","Bureau of Meteorology","-26.5047","150.445","340.0"
"BURNCLUITH BRIDGE","41476","1982","","Bureau of Meteorology","-26.6731","150.7194","300.0"
"CONNOLLY DAM","41477","1924","","Bureau of Meteorology","-28.3561","151.9969","525.0"
"DALBY","41478","1981","","Bureau of Meteorology","-27.1833","151.2661","339.0"
"FAIRVIEW TM","41479","1980","","Bureau of Meteorology","-27.305","151.2767","99.0"
"DALBY CSIRO FIELD STN","41480","1983","1985","Bureau of Meteorology","-27.2667","151.15","343.0"
"GLADFIELD","41481","1983","2001","Bureau of Meteorology","-28.0667","152.1917","500.0"
"PORTERS GAP","41482","1967","1989","Bureau of Meteorology","-26.7833","151.4833","640.0"
"WONGA","41483","1981","","Bureau of Meteorology","-26.6317","151.2364","421.0"
"GLENLYON","41484","1984","1998","Bureau of Meteorology","-28.8506","151.4672","430.0"
"RETREAT BRIDGE TM","41485","1984","","Bureau of Meteorology","-27.9006","150.3486","248.0"
"WARRA-KOGAN RD BR","41486","1984","","Bureau of Meteorology","-26.9575","150.8633","323.0"
"BOWENVILLE","41487","1985","1987","Bureau of Meteorology","-27.3333","151.45","359.0"
"BALLYMENA TM","41488","1985","","Bureau of Meteorology","-28.0522","150.1475","230.0"
"MEDPARK BRIDGE TM","41489","1985","","Bureau of Meteorology","-28.3011","150.2936","216.0"
"BRIGALOW BRIDGE TM","41490","1972","","Bureau of Meteorology","-26.9","150.7833","297.0"
"CUNNINGHAM TM","41492","1954","2004","Bureau of Meteorology","-28.7333","150.9667","249.0"
"THE DEEP CROSSING","41493","1986","","Bureau of Meteorology","-27.4931","150.4553","308.0"
"ELBOW VALLEY TM","41494","1972","","Bureau of Meteorology","-28.3731","152.1403","468.8"
"TERRAINE TM","41495","1952","","Bureau of Meteorology","-28.4828","151.2831","318.0"
"MAURU TM","41496","1985","1996","Bureau of Meteorology","-28.7161","150.9331","255.0"
"AAC DALBY CAMPUS","41497","1985","2012","Bureau of Meteorology","-27.1494","151.2894","347.0"
"CECIL PLAINS TM","41498","1947","","Bureau of Meteorology","-27.5333","151.205","347.0"
"TUMMAVILLE TM","41499","1961","","Bureau of Meteorology","-27.875","151.505","381.0"
"GOONDIWINDI TM","41500","1917","","Bureau of Meteorology","-28.5508","150.3081","208.0"
"PRATTEN ALERT","41501","1991","","Bureau of Meteorology","-28.055","151.7881","509.0"
"ANNADALE","41502","1954","1969","Bureau of Meteorology","-28.1167","151.2","342.0"
"WARWICK (SCOTS COLLEGE) TM","41503","1933","","Bureau of Meteorology","-28.2167","152.05","446.0"
"GLEN ROYAL","41504","1943","","Bureau of Meteorology","-27.7358","151.4117","377.0"
"THE RANCH","41505","1986","","Bureau of Meteorology","-27.1772","150.4739","350.0"
"BENGALLA TM","41506","1987","","Bureau of Meteorology","-28.6561","150.6653","227.9"
"NEW KILDONAN TM","41507","1987","","Bureau of Meteorology","-28.6656","150.445","230.0"
"O'CONNOR TM","41508","1987","","Bureau of Meteorology","-27.7267","150.6453","300.0"
"TRAIGHLI","41509","1988","","Bureau of Meteorology","-27.6747","150.3525","297.0"
"TAMBA","41510","1989","","Bureau of Meteorology","-27.4722","151.9481","642.0"
"OAKEY STP","41511","2005","2012","Bureau of Meteorology","-27.4417","151.7092","401.0"
"COOBY CREEK DAM","41512","1990","","Bureau of Meteorology","-27.3825","151.9244","497.0"
"KITTANI","41513","1990","2002","Bureau of Meteorology","-27.1892","151.7186","504.0"
"LEYBURN TM","41514","1972","","Bureau of Meteorology","-28.0333","151.5833","430.0"
"FELTON TM","41515","1987","","Bureau of Meteorology","-27.85","151.6833","405.0"
"ALLORA TM","41516","1971","","Bureau of Meteorology","-28.0333","152.0167","471.0"
"CHINCHILLA WEIR TW TM","41517","1967","","Bureau of Meteorology","-26.8","150.575","286.0"
"AIDES BRIDGE TM","41518","1969","","Bureau of Meteorology","-27.9267","151.8617","420.0"
"BOOBA SANDS TM","41519","1987","","Bureau of Meteorology","-28.5767","150.845","254.0"
"INGLEWOOD WEIR TM","41520","1963","","Bureau of Meteorology","-28.4167","151.07","270.0"
"GOONDIWINDI AIRPORT","41521","1991","","Bureau of Meteorology","-28.5211","150.3256","217.6"
"DALBY AIRPORT","41522","1992","","Bureau of Meteorology","-27.1605","151.2634","343.9"
"BOXDALE","41523","1980","2010","Bureau of Meteorology","-27.1214","151.0592","328.0"
"DALVEEN TM","41524","1992","1999","Bureau of Meteorology","-28.5","151.9722","880.0"
"WARWICK","41525","1994","","Bureau of Meteorology","-28.2061","152.1003","475.4"
"CHERRABAH TM","41526","1977","1997","Bureau of Meteorology","-28.4283","152.09","670.0"
"WILLGA HOME","41527","1995","","Bureau of Meteorology","-27.1267","151.4925","405.0"
"THE BLUESTONE","41528","1995","","Bureau of Meteorology","-27.0482","151.6321","527.0"
"TOOWOOMBA AIRPORT","41529","1996","","Bureau of Meteorology","-27.5425","151.9134","640.9"
"YANGAN ALERT","41530","1995","","Bureau of Meteorology","-28.2006","152.2156","495.8"
"GLENGALLAN CREEK ALERT","41531","1995","","Bureau of Meteorology","-28.1167","152.0642","460.0"
"CONNOLLY DAM ALERT","41532","1995","","Bureau of Meteorology","-28.3558","151.9967","540.0"
"EMU VALE ALERT","41533","1995","","Bureau of Meteorology","-28.2292","152.2269","511.0"
"WARWICK ALERT","41534","1995","","Bureau of Meteorology","-28.2111","152.0275","448.0"
"ELBOW VALLEY ALERT","41535","1995","","Bureau of Meteorology","-28.3731","152.14","468.8"
"MURRAYS BRIDGE ALERT","41536","1995","","Bureau of Meteorology","-28.2883","152.1053","470.0"
"KILLARNEY ALERT","41537","1995","","Bureau of Meteorology","-28.3394","152.2944","507.0"
"BOTTLE TREE FEEDLOT","41538","1995","2001","Bureau of Meteorology","-26.8164","150.4139","350.0"
"WESTMORE","41539","1996","2001","Bureau of Meteorology","-28.3817","152.1983","550.0"
"BEARDY JUNCTION","41540","1996","","Bureau of Meteorology","-29.1694","151.3414","326.0"
"DUNGULLEN","41541","1996","","Bureau of Meteorology","-27.95","151.3906","400.0"
"BENCHMARK","41542","1996","","Bureau of Meteorology","-28.3342","152.1442","500.0"
"DUDDAWARRA","41543","1997","","Bureau of Meteorology","-28.0719","151.1861","430.0"
"JEREMATTA","41544","1997","2006","Bureau of Meteorology","-26.7778","150.9703","360.0"
"DUNMORE EXCHANGE TM","41545","2000","","Bureau of Meteorology","-27.6539","150.9136","350.0"
"AVOCA TM","41546","2000","","Bureau of Meteorology","-27.9803","150.515","290.0"
"WALLANGARRA TM","41547","2000","","Bureau of Meteorology","-28.9236","151.9289","877.0"
"TEXAS TM","41548","2001","","Bureau of Meteorology","-28.8675","151.1611","272.0"
"MURRI MURRI CREEK TM","41549","2000","2007","Bureau of Meteorology","-28.3975","150.3042","215.0"
"GRAYS GATE EXCHANGE TM","41550","2001","","Bureau of Meteorology","-27.9856","151.2828","400.0"
"BELGRAE PARK ALERT","41551","2001","","Bureau of Meteorology","-26.9669","151.4847","480.0"
"WARRA JINGHI JINGHI","41552","2002","","Bureau of Meteorology","-26.8744","150.8717","328.0"
"MIDDLE RIDGE","41553","2003","","Bureau of Meteorology","-27.6028","151.9617","680.0"
"TALINGA","41554","1959","2011","Bureau of Meteorology","-27.7792","150.4583","290.0"
"DALBY ENVIROMON BASESTATION","41555","2004","","Bureau of Meteorology","-27.1878","151.2697","340.0"
"LILYVALE","41556","2006","","Bureau of Meteorology","-29.1611","151.3272","314.0"
"BRAEMAR POWER STATION","41557","2006","2010","Bureau of Meteorology","-27.1108","150.9056","373.0"
"WONGA PLAINS","41558","2009","","Bureau of Meteorology","-27.17","151.5386","410.0"
"BARAKULA FOREST STN","42000","1940","","Bureau of Meteorology","-26.4275","150.5044","331.0"
"CAMBY DOWNS","42001","1933","1943","Bureau of Meteorology","-26.6","150.35","369.0"
"BELAH PARK","42002","1913","","Bureau of Meteorology","-27.2067","150.2828","292.0"
"CHERITON","42003","1934","2011","Bureau of Meteorology","-28.2347","149.1233","202.0"
"POSSUM PARK","42004","1910","","Bureau of Meteorology","-26.5047","150.0992","350.0"
"COLUMBOOLA","42005","1914","1980","Bureau of Meteorology","-26.6667","150.35","323.0"
"COOMRITH","42006","1888","1977","Bureau of Meteorology","-27.55","149.6167","292.6"
"COTSWOLD","42007","1932","1975","Bureau of Meteorology","-27.1","149.8","273.0"
"DAYMAR POST OFFICE","42008","1930","1987","Bureau of Meteorology","-28.6167","148.9833","183.0"
"DRILLHAM","42009","1918","","Bureau of Meteorology","-26.6403","149.9822","327.0"
"DULACCA TRUCK STOP","42010","1890","","Bureau of Meteorology","-26.6433","149.7575","317.0"
"GLEN ALVON","42011","1931","2003","Bureau of Meteorology","-27.8586","149.5553","220.0"
"GLENMORGAN POST OFFICE","42012","1933","","Bureau of Meteorology","-27.2478","149.6758","288.0"
"GRADULE","42013","1934","1982","Bureau of Meteorology","-28.5333","149.2167","212.0"
"WARRON","42014","1912","1950","Bureau of Meteorology","-27.3167","150.1833","285.0"
"MADOWLA","42015","1912","1993","Bureau of Meteorology","-26.4017","150.1539","369.0"
"HANNAFORD POST OFFICE","42016","1927","","Bureau of Meteorology","-27.341","150.0621","283.0"
"HAWTHORNE","42017","1914","1951","Bureau of Meteorology","-28.4","149.0","190.0"
"KIAMA","42018","1933","1967","Bureau of Meteorology","-27.5","150.1","295.0"
"KINGTON","42019","1936","1977","Bureau of Meteorology","-27.6","150.0667","267.0"
"LANCEWOOD","42020","1922","1967","Bureau of Meteorology","-26.45","150.15","345.9"
"LORETTA","42021","1912","1954","Bureau of Meteorology","-26.4833","149.95","396.2"
"MEANDARRA POST OFFICE","42022","1936","","Bureau of Meteorology","-27.3236","149.8828","289.0"
"MILES POST OFFICE","42023","1885","","Bureau of Meteorology","-26.6581","150.1844","302.0"
"MOONIE RIVER","42024","1916","1982","Bureau of Meteorology","-28.3667","148.8167","189.0"
"HORSE CREEK AL","42025","1999","","Bureau of Meteorology","-26.5519","150.6322","350.0"
"SCOTLAND","42026","1936","1968","Bureau of Meteorology","-26.65","149.6167","315.5"
"TALWOOD STATE SCHOOL","42027","1912","","Bureau of Meteorology","-28.4872","149.4699","187.0"
"THALLON POST OFFICE","42028","1912","2008","Bureau of Meteorology","-28.6342","148.8681","164.0"
"TOTARA","42029","1913","1970","Bureau of Meteorology","-28.4167","149.2167","220.0"
"BUNGUNYA SCHOOL","42030","1880","","Bureau of Meteorology","-28.4278","149.6533","179.0"
"KURMULA","42031","1939","1950","Bureau of Meteorology","-27.8","149.9833","247.0"
"SPECULATION STATION","42032","1918","1952","Bureau of Meteorology","-26.5","150.2","337.0"
"SHELBOURNE","42033","1958","","Bureau of Meteorology","-26.3","150.1833","379.0"
"OURIGILLA","42034","1931","","Bureau of Meteorology","-27.1689","150.0019","269.0"
"JACKSON COMMUNITY POSTAL  AGENCY","42035","1962","","Bureau of Meteorology","-26.6439","149.6278","307.0"
"BAWNDUGGIE AL","42036","1999","","Bureau of Meteorology","-26.16","150.8392","380.0"
"GOONALAH","42037","1927","1937","Bureau of Meteorology","-26.7","150.1","334.0"
"UNDULLA CREEK","42038","1911","1947","Bureau of Meteorology","-27.2","150.0","277.0"
"BULLAMON STATION","42039","1886","1915","Bureau of Meteorology","-28.7333","148.6333","174.0"
"MOONIE JUNCTION","42040","1890","1901","Bureau of Meteorology","-27.8167","150.6833","303.0"
"COHUNA GROVE","42041","1934","1946","Bureau of Meteorology","-26.8","150.2","304.0"
"KILBEGGAN","42042","1965","","Bureau of Meteorology","-25.9922","150.43","358.0"
"KOOROON","42043","1890","1916","Bureau of Meteorology","-27.95","149.3833","220.0"
"TOOBEAH POST OFFICE","42044","1942","2001","Bureau of Meteorology","-28.4169","149.8703","196.0"
"CARINYA","42045","1968","2002","Bureau of Meteorology","-26.4914","150.1067","304.8"
"BINGLE BURRA","42046","1968","1986","Bureau of Meteorology","-26.2167","150.75","384.0"
"STRATHALBYN","42047","1956","1991","Bureau of Meteorology","-27.3217","150.0808","280.0"
"CONDAMINE","42048","1937","","Bureau of Meteorology","-26.9269","150.1419","287.0"
"MILES","42049","1917","","Bureau of Meteorology","-26.6622","150.1797","287.0"
"REMILTON","42050","1970","","Bureau of Meteorology","-28.0644","149.6547","250.0"
"WYCANNA","42051","1914","2003","Bureau of Meteorology","-28.225","149.4094","213.4"
"RIVERSDALE","42052","1930","1987","Bureau of Meteorology","-27.9833","149.1667","208.0"
"FLINTON","42053","1971","","Bureau of Meteorology","-27.8967","149.5586","215.0"
"CADARGA DPI","42054","1966","1991","Bureau of Meteorology","-26.1083","150.9617","366.0"
"RIVERVIEW","42055","1971","","Bureau of Meteorology","-28.61","149.8242","195.0"
"WEDRUAH STATION","42056","1971","1975","Bureau of Meteorology","-28.3667","149.95","230.0"
"TUNALIA","42057","1913","1921","Bureau of Meteorology","-26.5","150.1167","336.0"
"MOLINDA","42058","1926","1938","Bureau of Meteorology","-28.25","149.7","204.0"
"AUBURN","42059","1887","","Bureau of Meteorology","-25.9525","150.6142","299.0"
"WEENGALLON","42060","1914","1948","Bureau of Meteorology","-28.35","149.05","214.0"
"REXTON PARK","42061","1916","1924","Bureau of Meteorology","-28.3","149.0167","198.0"
"GLEN VIEW","42062","1913","1927","Bureau of Meteorology","-27.3833","149.8167","297.0"
"NORTH RUGLAN","42063","1917","1934","Bureau of Meteorology","-28.2667","149.1","197.0"
"KINKABILLA","42064","1914","1938","Bureau of Meteorology","-27.7167","149.5833","249.0"
"BORI KOI","42065","1934","1937","Bureau of Meteorology","-26.5333","150.4","338.0"
"TALWOOD","42066","1971","","Bureau of Meteorology","-28.4983","149.4819","178.0"
"WAGGANBA STATION","42067","1998","","Bureau of Meteorology","-27.6836","149.4278","249.0"
"EUMERELLA SOUTH","42068","1972","","Bureau of Meteorology","-28.7256","148.8344","170.0"
"BIRRA BIRRA","42069","1964","","Bureau of Meteorology","-28.6092","148.6608","174.0"
"MYALL PLAINS","42070","1903","1972","Bureau of Meteorology","-28.35","148.75","40.0"
"TANDAWANNA","42071","1880","1956","Bureau of Meteorology","-28.3667","149.7","192.0"
"BULLAMON PLAINS","42072","1999","","Bureau of Meteorology","-28.6044","148.8558","175.0"
"TRACKERS LAGOON","42073","1973","1974","Bureau of Meteorology","-27.9167","149.45","218.0"
"KENMORE","42074","1999","2001","Bureau of Meteorology","-28.9297","148.4339","165.0"
"BAWNDUGGIE","42075","1947","","Bureau of Meteorology","-26.1597","150.8389","367.0"
"THALLON","42076","1949","2012","Bureau of Meteorology","-28.6503","148.8567","164.0"
"ROYALTY","42077","1927","1937","Bureau of Meteorology","-26.8333","150.4667","296.0"
"HAREWOOD","42078","1937","","Bureau of Meteorology","-26.9186","150.4722","313.0"
"WALLANBA","42079","1958","1993","Bureau of Meteorology","-27.8408","149.765","240.0"
"MINNA BILLA","42080","1961","2001","Bureau of Meteorology","-28.0019","150.1603","200.0"
"JARRAH","42081","1968","1988","Bureau of Meteorology","-26.2","150.7","340.0"
"WOMBALANO","42082","1970","2013","Bureau of Meteorology","-26.0211","150.6881","306.0"
"CHESHUNT","42083","1920","1986","Bureau of Meteorology","-27.3167","150.3167","298.0"
"MOGUL DOWNS","42084","1916","1955","Bureau of Meteorology","-26.9333","150.4167","297.0"
"ULUPNA","42085","1936","1987","Bureau of Meteorology","-27.9167","150.1833","18.0"
"WOODLEA","42086","1939","","Bureau of Meteorology","-27.1347","150.4086","341.0"
"GOODAR STATION","42087","1972","","Bureau of Meteorology","-28.2444","150.1117","207.0"
"MOONIE POST OFFICE","42088","1968","1985","Bureau of Meteorology","-27.7192","150.3625","260.0"
"SOMERSET","42089","1911","2000","Bureau of Meteorology","-26.7272","150.5078","330.0"
"ARALUEN","42090","1976","1985","Bureau of Meteorology","-26.1167","150.7333","401.0"
"BALLON","42091","1953","","Bureau of Meteorology","-26.4486","150.8925","342.0"
"AUBURN","42092","1972","1987","Bureau of Meteorology","-25.95","150.6167","287.0"
"MEANDARRA","42093","1912","1924","Bureau of Meteorology","-27.1667","149.9167","269.0"
"CHERRY PARK","42094","1983","","Bureau of Meteorology","-27.8828","149.5927","225.0"
"PONGI","42095","1999","","Bureau of Meteorology","-27.1992","149.6869","285.0"
"GUNN BRIDGE TM","42096","1984","2002","Bureau of Meteorology","-28.1575","150.1008","240.0"
"HARTMANN BRIDGE TM","42097","1985","","Bureau of Meteorology","-28.3706","149.8811","190.0"
"COTSWOLD TM","42098","1966","","Bureau of Meteorology","-27.0833","149.7833","14.0"
"DURAH POST OFFICE","42099","1870","1914","Bureau of Meteorology","-26.3167","150.9667","371.0"
"SOUTHWOOD","42100","1986","","Bureau of Meteorology","-27.7644","150.0694","240.0"
"TALINGA","42101","1987","2008","Bureau of Meteorology","-28.2772","149.9275","208.0"
"RIPPLE DOWNS","42102","1987","","Bureau of Meteorology","-27.9364","150.1425","248.0"
"MT DRIVEN","42103","1987","","Bureau of Meteorology","-27.9797","149.0764","204.0"
"SURREY TM","42104","1987","","Bureau of Meteorology","-28.3839","149.6747","190.0"
"NINDIGULLY TM","42105","1969","","Bureau of Meteorology","-28.4167","148.8333","25.0"
